Voos,Companhia.Aerea,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 7640,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Bridgetown/Grantley Adams,Bridgetown/Grantley Adams,N/I,-59.4877921,13.076584800000000,-46.478126,-23.434552900000000
GLO - 7641,GOL,Bridgetown/Grantley Adams,Bridgetown/Grantley Adams,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-59.4877921,13.076584800000000
GLO - 7642,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Assuncao,Assuncao,N/I,-57.5141814,-25.2415129,-46.478126,-23.434552900000000
GLO - 7643,GOL,Assuncao,Assuncao,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-57.5141814,-25.2415129
GLO - 7646,GOL,Salgado Filho,Porto Alegre,RS,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-51.175381100000000,-29.9934732
GLO - 7647,GOL,Buenos Aires,Buenos Aires,N/I,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-58.534828400000000,-34.8150044
GLO - 7650,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Punta Cana,Punta Cana,N/I,-68.36839660000000,18.5622845,-43.2494233,-22.8134098
GLO - 7651,GOL,Punta Cana,Punta Cana,N/I,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-68.36839660000000,18.5622845
GLO - 7652,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-43.2494233,-22.8134098
GLO - 7653,GOL,Buenos Aires,Buenos Aires,N/I,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-58.534828400000000,-34.8150044
GLO - 7660,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santiago Do Chile,Santiago Do Chile,N/I,-70.7972354,-33.391189400000000,-46.478126,-23.434552900000000
GLO - 7661,GOL,Santiago Do Chile,Santiago Do Chile,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-70.7972354,-33.391189400000000
GLO - 7662,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santiago Do Chile,Santiago Do Chile,N/I,-70.7972354,-33.391189400000000,-46.478126,-23.434552900000000
GLO - 7663,GOL,Santiago Do Chile,Santiago Do Chile,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-70.7972354,-33.391189400000000
GLO - 7670,GOL,Buenos Aires,Buenos Aires,N/I,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-58.534828400000000,-34.8150044
GLO - 7671,GOL,Pinto Martins,Fortaleza,CE,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-38.5330966,-3.7771555
GLO - 7680,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,-58.536759,-34.816662,-46.478126,-23.434552900000000
GLO - 7681,GOL,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-58.536759,-34.816662
GLO - 7682,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,-58.536759,-34.816662,-46.478126,-23.434552900000000
GLO - 7683,GOL,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-58.536759,-34.816662
GLO - 7684,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,-58.536759,-34.816662,-46.478126,-23.434552900000000
GLO - 7685,GOL,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-58.536759,-34.816662
GLO - 7690,GOL,Hercilio Luz,Florianopolis,SC,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-48.5459657,-27.670118
GLO - 7691,GOL,Buenos Aires,Buenos Aires,N/I,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-58.534828400000000,-34.8150044
GLO - 7692,GOL,Hercilio Luz,Florianopolis,SC,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-48.5459657,-27.670118
GLO - 7694,GOL,Hercilio Luz,Florianopolis,SC,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-48.5459657,-27.670118
GLO - 7695,GOL,Buenos Aires,Buenos Aires,N/I,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-58.534828400000000,-34.8150044
GLO - 7696,GOL,Hercilio Luz,Florianopolis,SC,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-48.5459657,-27.670118
GLO - 7697,GOL,Buenos Aires,Buenos Aires,N/I,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-58.534828400000000,-34.8150044
GLO - 7699,GOL,Buenos Aires,Buenos Aires,N/I,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-58.534828400000000,-34.8150044
GLO - 7701,GOL,Punta Cana,Punta Cana,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-68.36839660000000,18.5622845
GLO - 7702,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Punta Cana,Punta Cana,N/I,-68.36839660000000,18.5622845,-46.478126,-23.434552900000000
GLO - 7720,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Punta Cana,Punta Cana,N/I,-68.36839660000000,18.5622845,-46.478126,-23.434552900000000
GLO - 7721,GOL,Punta Cana,Punta Cana,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-68.36839660000000,18.5622845
GLO - 7722,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Punta Cana,Punta Cana,N/I,-68.36839660000000,18.5622845,-46.478126,-23.434552900000000
GLO - 7723,GOL,Punta Cana,Punta Cana,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-68.36839660000000,18.5622845
GLO - 7727,GOL,Montevideu,Montevideu,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-56.03024180000000,-34.8371859
GLO - 7730,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Punta Cana,Punta Cana,N/I,-68.36839660000000,18.5622845,-46.478126,-23.434552900000000
GLO - 7731,GOL,Punta Cana,Punta Cana,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-68.36839660000000,18.5622845
GLO - 7734,GOL,Tancredo Neves,Confins,MG,Punta Cana,Punta Cana,N/I,-68.36839660000000,18.5622845,-43.965396000000000,-19.634099
GLO - 7735,GOL,Punta Cana,Punta Cana,N/I,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-68.36839660000000,18.5622845
GLO - 7740,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-47.9172348,-15.869736900000000
GLO - 7741,GOL,Buenos Aires,Buenos Aires,N/I,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-58.534828400000000,-34.8150044
